ID,IUPAC,SMILES,IE(%),Category,Concentration_mM,BaseMaterial,Temperature(K),Method,Aggressive Component,MolWt,Scaffold,Scaffold_Freq
120,"E)-N'-(4-chlorobenzylidene)-2-(3,5-dimethyl-1H-pyrazol-1-yl)acetohydrazide(4-CP)",Cc1cc(C)n(CC(=O)N/N=C/c2ccc(Cl)cc2)n1,93.0,Pyrazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,290.754,O=C(Cn1cccn1)N/N=C/c1ccccc1,2
205,(E)-2-(6-methoxynaphthalen-2-yl)-N  -(1-phenylethylidene)propanehydrazide(PHD-H),COc1ccc2cc(C(C)C(=O)N/N=C(\C)c3ccccc3)ccc2c1,87.0,Hydrazine,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,346.43,O=C(Cc1ccc2ccccc2c1)NN=Cc1ccccc1,2
197,8-hydroxy-5-benzylquinoline,Oc1ccc(Cc2ccccc2)c2cccnc12,98.06,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,235.286,c1ccc(Cc2cccc3ncccc23)cc1,2
286,"methyl2-amino-4-(4-chlorophenyl)-4H-pyrano[3,2 Ch]quinoline-3-carboxylate(P-1)",COC(=O)C1=C(N)Oc2c(ccc3cccnc23)C1c1ccc(Cl)cc1,89.5,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,366.804,C1=CC(c2ccccc2)c2ccc3cccnc3c2O1,2
156,Guanine,Nc1nc2[nH]cnc2c(=O)[nH]1,67.8,Purines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,151.129,O=c1[nH]cnc2[nH]cnc12,1
213,"2,6-Bis-(2-benzimidazolyl)pyridine",c1cc(-c2nc3ccccc3[nH]2)nc(-c2nc3ccccc3[nH]2)c1,97.0,Dibenzimidazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,311.348,c1cc(-c2nc3ccccc3[nH]2)nc(-c2nc3ccccc3[nH]2)c1,1
295,"4,4  -Oxybis{N-[(E)-quinol  ine-2-ylmethylidene]aniline}(OQ)",C(=N/c1ccc(Oc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,82.8,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,478.555,C(=N/c1ccc(Oc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,1
107,"(5-(4-(diethylamino)benzylidene)amino)-1,3,4-thiadiazole-2-thiol(5-DAT)",CCN(CC)c1ccc(C=Nc2nnc(S)s2)cc1,96.9,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,292.433,C(=Nc1nncs1)c1ccccc1,1
13,6-amino-5-cyano-2-methyl-4-phenyl-4Hpyran-3-carboxylate,CCOC(=O)C1=C(c2ccccc2)C(C#N)=C(N)OC1C,68.0,Pyranes,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,284.315,C1=CC(c2ccccc2)=CCO1,1
87,N-((8-hydroxyquinolin-5-yl)methyl)-4-methylpiperazine-1-carbothioamide,CN1CCN(C(=S)NCc2ccc(O)c3ncccc23)CC1,95.1,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,316.43,S=C(NCc1cccc2ncccc12)N1CCNCC1,1
258,"5-((furan-2-yl)methyleneamino)-2H-1,2,4-triazole-3-thiol(FMT)",Sc1nc(/N=C/c2ccco2)n[nH]1,85.0,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,194.219,C(=N/c1nc[nH]n1)\c1ccco1,1
96,2-Indolecarboxaldehydesemicarbazone,NC(=O)N/N=C/c1cc2ccccc2[nH]1,63.0,Semicarbazones,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,202.217,c1ccc2[nH]ccc2c1,1
124,triglycidyletheroftriethoxytriazine(TGETET),C(COc1nc(OCCOCC2CO2)nc(OCCOCC2CO2)n1)OCC1CO1,84.0,Epoxy,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,429.426,C(COc1nc(OCCOCC2CO2)nc(OCCOCC2CO2)n1)OCC1CO1,1
288,"quinolin-8-ol-piperazineanalogs7-((4-(benzo[d][1,3]dioxol-5-ylmethyl)piperazin-1-yl)methyl)quinolin-8-ol(OPMQ)",Oc1c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)ccc2cccnc12,96.8,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,377.444,c1cnc2cc(CN3CCN(Cc4ccc5c(c4)OCO5)CC3)ccc2c1,1
112,2-Nitroacridone,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,83.8,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,240.218,O=c1c2ccccc2[nH]c2ccccc12,1
270,4-Methylthiazol-2-amine,Cc1csc(N)n1,70.06,Thiazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,114.173,c1cscn1,1
104,Losartanpotassium,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2[K])cc1,83.0,Imidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,461.01,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3ccnc3)cc2)c1,1
146,Melamine(S3),CCCCCCCCNc1nc(NCCCN(C)C)nc(Sc2nnc(C)s2)n1,96.72,Triazines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,438.671,c1ncnc(Sc2nncs2)n1,1
220,"2,6-bis(2-benzothiazolyl)pyridine(BBTP)",c1cc(-c2nc3ccccc3s2)nc(-c2nc3ccccc3s2)c1,96.0,Dibenzothiazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,345.452,c1cc(-c2nc3ccccc3s2)nc(-c2nc3ccccc3s2)c1,1
214,Bis-(2-benzimidazolylmethyl)sulphide,c1ccc2[nH]c(CSCc3nc4ccccc4[nH]3)nc2c1,96.0,Dibenzimidazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,294.383,c1ccc2[nH]c(CSCc3nc4ccccc4[nH]3)nc2c1,1
215,Bis-(2-benzimidazolylmethyl)oxide,c1ccc2[nH]c(COCc3nc4ccccc4[nH]3)nc2c1,95.0,Dibenzimidazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,278.315,c1ccc2[nH]c(COCc3nc4ccccc4[nH]3)nc2c1,1
81,"theepoxypolymerS,S'-diglycidylO,O'-dicarbonodithioateofbisphenolA(DGDCBA)",CC(C)(c1ccc(OC(=S)SCC2CO2)cc1)c1ccc(C(=S)SCC2CO2)cc1,96.0,Epoxy,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,476.71,S=C(Oc1ccc(Cc2ccc(C(=S)SCC3CO3)cc2)cc1)SCC1CO1,1
125,"5-((4,5-dihydro-imidazol-2-yl)methyl)quinolin-8-ol(QIM)",Oc1ccc(CC2=NCCN2)c2cccnc12,96.19,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,227.267,c1cc(CC2=NCCN2)c2cccnc2c1,1
44,diglycidylaminobenzene(DGAB),c1ccc(N(CC2CO2)CC2CO2)cc1,96.3,Epoxy,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,205.257,c1ccc(N(CC2CO2)CC2CO2)cc1,1
161,"1-Amino-2-mercapto-5-[1'-(1',2',4'-triazolyl)]methylene-1,3,4,triazole(ATT)",Nn1c(S)nnc1Cn1cncn1,71.6,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,197.227,c1ncn(Cc2nnc[nH]2)n1,1
19,"2,2'-bis(oxiran-2-ylmethoxy)-1,1'-biphenyl(ER2)",c1ccc(-c2ccccc2OCC2CO2)c(OCC2CO2)c1,95.8,Epoxy,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,298.338,c1ccc(-c2ccccc2OCC2CO2)c(OCC2CO2)c1,1
177,"1-phenyl-2-[5-(1,2,4-triazole)-1-methyl-(1,3,4-oxadiazolyl)-2-thio]-ethanone(PTOE)",O=C(CSc1nnc(Cn2cncn2)o1)c1ccccc1,98.4,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,301.331,O=C(CSc1nnc(Cn2cncn2)o1)c1ccccc1,1
181,"3-(4-Fluorophenyl)-1-[4-(1,2,4-triazole-1-methoxy)-phenyl]-propenone(FTPP)",O=C(C=Cc1ccc(F)cc1)c1ccc(OCn2cncn2)cc1,98.3,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,323.327,O=C(C=Cc1ccccc1)c1ccc(OCn2cncn2)cc1,1
179,"1-[2-(4-nitrophenyl)-5-(1,2,4-triazole)-methyl-(1,3,4-oxadiazolyl)-3-yl]-ethanone(NTOE)",CC(=O)N1N=C(Cn2cncn2)OC1c1ccc([N+](=O)[O-])cc1,98.8,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,316.277,c1ccc(C2NN=C(Cn3cncn3)O2)cc1,1
273,1-Hydroxy-7-azabenzotriazole,On1nnc2cccnc21,74.8,Triazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,136.114,c1cnc2[nH]nnc2c1,1
229,"4-[3-(4-Methoxy-phenyl)-allylideneamino]-1,5-dimethyl-2-phenyl-1,2-dihydro-pyrazol-3-one(TMCATP)",COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,98.14,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,347.418,O=c1c(/N=C/C=C/c2ccccc2)c[nH]n1-c1ccccc1,1
69,"4-[bis[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline",CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],75.0,Anilines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,407.989,[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,1
271,"3-Amino-5-mercapto-1,2,4-triazole",Nc1nc(=S)[nH][nH]1,75.19,Triazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,116.149,S=c1nc[nH][nH]1,1
266,"1,3,5-tris(4-aminophenoxy)benzene(TAPOB)",Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,97.4,Amine,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,399.45,c1ccc(Oc2cc(Oc3ccccc3)cc(Oc3ccccc3)c2)cc1,1
188,5-nitroindazole,O=[N+]([O-])c1ccc2[nH]ncc2c1,75.9,Amine,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,163.136,c1ccc2[nH]ncc2c1,1
7,(NE)-N-(thiophen-3-ylmethylidene)-4-({4-[(E)-(thiophen-2-ylmethylidene)amino]phenyl}m-ethyl)aniline,C(=N/c1ccc(Cc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,76.1,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,386.545,C(=N/c1ccc(Cc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,1
272,1H-Benzotriazole,c1ccc2n[nH]nc2c1,77.2,Triazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,119.127,c1ccc2n[nH]nc2c1,1
18,"2,2'-(((sulfonylbis(4,1-phenylene))bis(oxy))bis(methylene))bis(oxirane)(ER1)",O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,97.6,Epoxy,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,362.403,O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1
132,2-(4-pyridyl)-benzimidazole(PBI),c1ccc2[nH]c(-c3ccncc3)nc2c1,80.5,Benzimidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,195.225,c1ccc2[nH]c(-c3ccncc3)nc2c1,1
14,"2-amino-7,7-dimethyl-5-oxo-4-phenyl-5,6,7,8-tetrahydro-4H-chromene-3-carbonitrile",CC(=O)c1c(O)cc(C)oc1=O,80.6,Pyranes,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,168.148,O=c1cccco1,1
289,"1,4-bis(2-(2-hydroxyethyliminomethyl)phenyl)piperazine",OCC/N=C/c1ccccc1N1CCN(c2ccccc2/C=N/CCO)CC1,81.0,Piperazine,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,380.492,c1ccc(N2CCN(c3ccccc3)CC2)cc1,1
128,"4,40-bis(3-carboxaldehydethiophene)diphenyldiiminoethane",C(=N/c1ccc(CCc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,81.1,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,400.572,C(=N/c1ccc(CCc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,1
294,"44,4  -Methylenebis{N-[(E)-quinol  ine-2-ylmethylidene]aniline}(MQ)",C(=N/c1ccc(Cc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,81.11,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,476.583,C(=N/c1ccc(Cc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,1
58,4-(4-((Pyridin-2-yl)methyleneamino)phenoxy)-N-((pyridin-2-yl)methylene)benzenamine(PMB),C(=N/c1ccc(Oc2ccc(/N=C/c3ccccn3)cc2)cc1)\c1ccccn1,81.14,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,378.435,C(=N/c1ccc(Oc2ccc(/N=C/c3ccccn3)cc2)cc1)\c1ccccn1,1
127,"4,40-bis(3-carboxaldehydethiophene)diphenyldiiminoether",C(=N/c1ccc(Oc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,82.0,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,388.517,C(=N/c1ccc(Oc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,1
212,Potassium3-(1H-indol-3-yl)-2-(((E)-3-phenylallylidene)amino)propanoate9CTSB),O=C([O-])C(Cc1c[nH]c2ccccc12)/N=C/C=C/c1ccccc1.[K+],98.0,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,356.466,C(=C/c1ccccc1)\C=N\CCc1c[nH]c2ccccc12,1
42,"1,3-bis((8?hydroxy-quinolin-5-yl)methyl)-1H-benzimidazol-2(3H)-one(BHMB)",O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,94.5,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,448.482,O=c1n(Cc2cccc3ncccc23)c2ccccc2n1Cc1cccc2ncccc12,1
211,Potassium3-(1H-imidazol-4-yl)-2-(((E)-3-phenylallylidene)amino)propanoate(CHSB),O=C([O-])C(Cc1c[nH]cn1)/N=C/C=C/c1ccccc1.[K+],97.7,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,307.394,C(=C/c1ccccc1)\C=N\CCc1c[nH]cn1,1
233,"(E)-N-(2-(2-((2-((furan-2-ylmethylene)amino)ethyl)dimethylammonio)acetoxy)ethyl)-N,Ndimethyldodecan-1-aminiumbromidechloride",CCCCCCCCCCCC[N+](C)(C)CCOC(=O)C[N+](C)(C)CC/N=C/c1ccco1.[Br-].[Cl-],94.65,ionic surfactant,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,581.08,c1ccoc1,1
27,bis((1H-benzo[d]imidazole-2-yl)thio)methane(BB1C),c1ccc2[nH]c(SCSc3nc4ccccc4[nH]3)nc2c1,97.1,Benzimidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,312.423,c1ccc2[nH]c(SCSc3nc4ccccc4[nH]3)nc2c1,1
80,Vincamine(VCA),CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,79.4,Bisindole alkaloid,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,354.45,c1ccc2c(c1)c1c3n2CCC2CCCN(CC1)[C@H]32,1
178,"2-(4-tert-butyl-phenylmethylthio)-5-(1,2,4-triazolyl)-methyl-(1,3,4-oxadiazole)(TBTO)",CC(C)(C)c1ccc(CSc2nnc(Cn3cncn3)o2)cc1,98.6,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,329.429,c1ccc(CSc2nnc(Cn3cncn3)o2)cc1,1
129,"4-amino-1-((8-hydroxyquinolin-5-yl)methyl)-1,2,3-triazole-5-carboxylate(MHTC)",COOCc1c(N)nnn1Cc1ccc(O)c2ncccc12,87.0,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,301.306,c1cc(Cn2ccnn2)c2cccnc2c1,1
102,"aminocarbonitrile-incorporatedpolyhydroxy-functionalizedpyrido[2,3-d]pyrimidinederivative(PPAC)",N#CC1=C(N)N(C2[C@H](O)[C@@H](O)[C@H](CO)O[C@H]2O)c2[nH]c(=O)[nH]c(=O)c2C1c1ccc([N+](=O)[O-])cc1,87.79,Pyrimidines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,488.413,O=c1[nH]c2c(c(=O)[nH]1)C(c1ccccc1)C=CN2C1CCCOC1,1
59,4-(4-(4-((Pyridin-2-yl)methyleneamino)phenoxy)phenoxy)-N-((pyridin-2-yl)methylene)benzenamine(PPMB),C(=N/c1ccc(Oc2ccc(Oc3ccc(/N=C/c4ccccn4)cc3)cc2)cc1)\c1ccccn1,87.83,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,470.532,C(=N/c1ccc(Oc2ccc(Oc3ccc(/N=C/c4ccccn4)cc3)cc2)cc1)\c1ccccn1,1
5,4-((thiophene-2-ylmethylene)amino)benzamide,NC(=O)c1ccc(/N=C/c2cccs2)cc1,88.0,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,230.292,C(=N/c1ccccc1)\c1cccs1,1
122,bis(2-benzimidazolyl-methyl)amine(BBIA),c1ccc2[nH]c(CNCc3nc4ccccc4[nH]3)nc2c1,88.6,Benzimidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,277.331,c1ccc2[nH]c(CNCc3nc4ccccc4[nH]3)nc2c1,1
260,"2-((E)-((E)-2-hydrazone-1,2-diphenylethylidene)aminophenol)(HDAP)",N/N=C(C(=N/c1ccccc1O)/c1ccccc1)\c1ccccc1,88.62,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,315.376,N=C(/C(=N/c1ccccc1)c1ccccc1)c1ccccc1,1
276,"(E)-4-(1-(pyridin-2ylimino)ethyl)benzene-1,3-diol(PSB2)",C/C(=N\c1ccccn1)c1ccc(O)cc1O,90.0,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,228.251,C(=Nc1ccccn1)c1ccccc1,1
20,"3-methyl-5,5-diphenylimidazolidine-2,4-dionetested(MPIM)",CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,89.1,Imidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,266.3,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1
227,3-[(2-Hydroxy-naphthalen-1-ylmethylene)-amino]-benzoicacid(HNCAMB),O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,89.13,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,291.306,C(=N/c1ccccc1)\c1cccc2ccccc12,1
198,triazolebis-Schiffbase(TSB),C(=Nc1nc[nH]n1)c1ccc(C=Nc2nc[nH]n2)cc1,91.2,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,266.268,C(=Nc1nc[nH]n1)c1ccc(C=Nc2nc[nH]n2)cc1,1
131,3-[3-(4-Dimethylamino-phenyl)-acryloyl]-4-hydroxy-6-methyl-pyran-2-one(DMPHP),Cc1cc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(=O)o1,89.8,Pyranes,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,299.326,O=C(/C=C/c1ccccc1)c1cccoc1=O,1
268,"(Z)-1-(1,5-dimethyl-1H-pyrazol-3-yl)-3-hydroxy-3-(pyridin-2-yl)prop-2-en-1-one(KE-2)",Cc1cc(C(=O)/C=C(\O)c2ccccn2)nn1C,91.3,Ketenol derivatives,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,243.266,O=C(C=Cc1ccccn1)c1cc[nH]n1,1
296,"4,4  -Ethanebis{N-[(E)-quinol  ine-2-ylmethylidene]aniline}(EQ)",C(=N/c1ccc(CCc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,85.3,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,490.61,C(=N/c1ccc(CCc2ccc(/N=C/c3ccc4ccccc4n3)cc2)cc1)\c1ccc2ccccc2n1,1
247,"11-phenyl-2,3,4,10,11,11a-hexahydro-1H-dibenzo[b,e][1,4]diazepine(CSBO)",c1ccc2c(c1)N=C1CCCCC1C1(CCCCC1)N2,89.7,Benzodiazepines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,268.404,c1ccc2c(c1)N=C1CCCCC1C1(CCCCC1)N2,1
37,"dibenzo[b,d]thiophene-2,8-diamine(DBTDA)",Nc1ccc2sc3ccc(N)cc3c2c1,89.5,Thiophenes,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,214.293,c1ccc2c(c1)sc1ccccc12,1
126,"5-((4,5-dihydro-oxazol-2-yl)methyl)quinolin-8-ol(QDO)",Oc1ccc(CC2=NCCO2)c2cccnc12,91.65,Quinolines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,228.251,c1cc(CC2=NCCO2)c2cccnc2c1,1
249,"2-(4-chlorophenyl)-3-Hydroxy-8-Styryl-pyrimido[2,1-b][1,3]thiazine-4,6-dione(CSPTD)",O=c1cc(/N=C/c2ccccc2)nc2sc(-c3ccc(Cl)cc3)c(O)c(=O)n12,91.8,Thiazines,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,409.854,O=c1cc(/N=C/c2ccccc2)nc2sc(-c3ccccc3)cc(=O)n12,1
153,bis-Mercaptobenzimidazole(bis-MBI),c1ccc2[nH]c(SSc3nc4ccccc4[nH]3)nc2c1,92.0,Benzimidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,298.396,c1ccc2[nH]c(SSc3nc4ccccc4[nH]3)nc2c1,1
123,tri(2-benzimidazolylmethyl)amine(TBIA),c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,92.0,Benzimidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,407.481,c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,1
101,3-aryl-benzothiazin-2-one,Cc1ccc(C2Nc3ccccc3SC2=O)cc1,92.0,Benzimidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,255.342,O=C1Sc2ccccc2NC1c1ccccc1,1
0,"(1-Benzyl-1H-1,2,3-triazole-4-yl)methanol(BTM)",OCc1cn(Cc2ccccc2)nn1,89.3,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,189.218,c1ccc(Cn2ccnn2)cc1,1
292,"e2,4-Bis(2 Chydroxynaphthaldehyde)diiminotholuene(L)",Cc1ccc(/N=C/c2c(O)ccc3ccccc23)cc1/N=C/c1c(O)ccc2ccccc12,92.46,Schiff bases,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,430.507,C(=N/c1cccc(/N=C/c2cccc3ccccc23)c1)\c1cccc2ccccc12,1
194,N-PropargylSaccharin(NPS),C#CCN1C(=O)c2ccccc2S1(=O)=O,92.47,Saccharin derivatives,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,221.237,O=C1NS(=O)(=O)c2ccccc21,1
31,"4,5-diethyl1-[(4-ethyl-2-phenyl-4,5-dihydro-1,3-oxazol-4-yl)methyl]-4,5-dihydro-1H-1,2,3-triazole-4,5-dicarboxylate",CCOC(=O)C1N=NN(CC2(CC)COC(c3ccccc3)=N2)C1C(=O)OCC,92.5,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,402.451,c1ccc(C2=NC(CN3CCN=N3)CO2)cc1,1
238,"1,10-phenanthroimidazolederivatives2-phenyl-1H-imidazo[4,5-f][1,10]phenanthroline(IPB)",c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,89.2,Imidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,296.333,c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,1
221,bis(2-benzothiazolylmethyl)sulphide(BBTMS),c1ccc2sc(CSCc3nc4ccccc4s3)nc2c1,93.0,Dibenzothiazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,328.487,c1ccc2sc(CSCc3nc4ccccc4s3)nc2c1,1
106,"4,4'-oxybis(N,N-bis(oxiran-2-ylmethyl)aniline)(AA2)",c1cc(N(CC2CO2)CC2CO2)ccc1Oc1ccc(N(CC2CO2)CC2CO2)cc1,91.3,Epoxy,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,424.497,c1cc(N(CC2CO2)CC2CO2)ccc1Oc1ccc(N(CC2CO2)CC2CO2)cc1,1
151,"4,4'-(thiobis(2-aminothiazole-5,4-diyl))diphenol(TATD)",Nc1nc(-c2ccc(O)cc2)c(Sc2sc(N)nc2-c2ccc(O)cc2)s1,85.1,Thiazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,414.537,c1ccc(-c2ncsc2Sc2scnc2-c2ccccc2)cc1,1
130,4-Hydroxy-6-methyl-3-(3-quinolin-8-yl-acryloyl)-pyran-2-one(HMQP),Cc1cc(O)c(C(=O)/C=C/c2cccc3cccnc23)c(=O)o1,85.2,Pyranes,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,307.305,O=C(/C=C/c1cccc2cccnc12)c1cccoc1=O,1
45,2-Chloro-1H-imidazole,Clc1ncc[nH]1,47.7,Imidazoles,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,102.524,c1c[nH]cn1,1
180,"1-(4-Methoxybenzene)-2-[5-(1,2,4-triazole)-methyl-4H-(1,2,4-triazole)-methyl-4H-(1,2,4-triazolyl)-3-thio]-ethanone(MTTE)",COc1ccc(C(=O)CSc2nnc(Cn3cncn3)[nH]2)cc1,98.7,Triazole,1,Carbon Steel,298K,Potentiodynamic Polarization,1.0M HCL,330.373,O=C(CSc1nnc(Cn2cncn2)[nH]1)c1ccccc1,1
