CID,SMILES,Predicted_IE,repeat,3D_conformer,MolWt,LogP,TPSA,HBA,HBD,NumAtoms,NumRings,Formula,Predicted_LD50_log10,Predicted_LD50
87647458,CCCCCCCCCCOCC(COCCCCCC)OCCCCCC,0.98160315,0,,400.68800000000033,7.70610000000001,27.69,3,0,28,0,C25H52O3,3.6895000431323455,4892.153137212736
87653300,CCCCCCCCCC[Si](OCC)(OCC)OC(C)CCCCCC,0.9894247,0,,388.7090000000002,7.514500000000008,27.69,3,0,26,0,C22H48O3Si,4.078627431340871,11984.707286891557
87655020,CCCCCCCC(C(=O)C(CCCCCCC)[Si](CC)(OC)OC)[Si](CC)(OC)OC,1.0051234,0,,490.87400000000025,7.526700000000008,53.99000000000001,5,0,32,0,C25H54O5Si2,3.6425378081543736,4390.740882272948
87655024,CC(C)(CCCCCCCC(=O)CCCCCCCC(C)(C)[Si](OC)OC)[Si](OC)OC,0.989654,0,,488.8580000000002,7.139300000000008,53.99000000000001,5,0,32,0,C25H52O5Si2,3.856473721119517,7185.776763907337
87658121,CC(CCOC=C(C)C)CCOC=C(C)C,0.9928642,0,Conformer3D_COMPOUND_CID_87658121.sdf,226.36,4.283300000000004,18.46,2,0,16,0,C14H26O2,3.814943470400708,6530.455439559991
87666601,CCCCCCCCCCCCCCCCCCCC(=O)C(CO)(C(C(=O)C)O)O,0.9816249,0,,428.65400000000017,5.270500000000006,94.83,5,3,30,0,C25H48O5,3.7304856272787097,5376.326401907717
87667452,CCCCCCCCCCCCCCCCCC(=O)C(CO)(C(C(=O)CCC)O)O,0.9958236,0,,428.65400000000017,5.270500000000006,94.83,5,3,30,0,C25H48O5,3.7304856272787097,5376.326401907717
87667993,CCCCCCCCCCCCCCCCCCCCCCCC(=O)C(C(CO)O)O,0.9831954,0,,442.72500000000014,6.8717000000000095,77.76,4,3,31,0,C27H54O4,3.947647182975613,8864.355869553343
87668037,CCCCCCCCCCCCCCCCCC(=O)C(C(CO)(C(=O)CCC)O)O,0.98307836,0,,428.65400000000017,5.270500000000006,94.83,5,3,30,0,C25H48O5,3.7304856272787097,5376.326401907717
87668322,CCCCCCCC.CCCCCCCCCCCCCCCCCC(=O)OCC(C)O,0.98194426,0,,456.79600000000033,9.5387,46.53,3,1,32,0,C29H60O3,3.632986203376616,4295.227815116618
87672207,CCOCCCCCCCCC(C(CCCCCCCCOC)COC)OCC,0.9825765,0,,416.6870000000003,6.798400000000008,36.92,4,0,29,0,C25H52O4,3.7625077398134232,5787.72302893535
87674299,CCCCCCOC1=C(C=C(C=C1C)C(=O)/C=C/C2(C(C(=C(C(=C2C)C)C(=O)O)C)OC)C)C,0.9924722,0,Conformer3D_COMPOUND_CID_87674299.sdf,468.6340000000004,6.773840000000009,72.83000000000001,4,1,34,2,C29H40O5,3.7537472807017553,5672.144429102592
87680740,CCO[Si](CCCCCCCCCCCCCCCCCCO)(OCC)OCC,0.98963374,0,,432.7620000000003,7.26870000000001,47.92,4,1,29,0,C24H52O4Si,3.7786843209643535,6007.369163915396
87680906,CCO[Si](CCCCCCCCCCCCCCCCCCCCCCCCO)(OCC)OCC,0.9867687,0,,516.9240000000005,9.6093,47.92,4,1,35,0,C30H64O4Si,3.7786843209643535,6007.369163915396
87681322,CCO[Si](CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO)(OCC)OCC,0.98963934,0,,629.1400000000006,12.73009999999998,47.92,4,1,43,0,C38H80O4Si,3.7786843209643535,6007.369163915396
87681390,CCCCCCCCCCCCCCCCCC[Si]O[Si](OCC)(OCC)OCC,0.9813326,0,,460.8480000000001,7.847100000000008,36.92,4,0,30,0,C24H52O4Si2,4.1114307437087945,12925.005712394532
87682162,CCO[Si](CCCCCCCCCCCCCCCCCCCCCCCCCCO)(OCC)OCC,0.98112625,0,,544.9780000000004,10.389499999999996,47.92,4,1,37,0,C32H68O4Si,3.7786843209643535,6007.369163915396
87682322,CCO[Si](CCCCCCCCCCCCCCCCCCCCCCCCCO)(OCC)OCC,0.98084944,0,,530.9510000000006,9.999399999999996,47.92,4,1,36,0,C31H66O4Si,3.7786843209643535,6007.369163915396
87682461,CCO[Si](CCCCCCCCCCCCCCCCO)(OCC)OCC,0.9947556,0,,404.70800000000014,6.488500000000008,47.92,4,1,27,0,C22H48O4Si,3.7786843209643535,6007.369163915396
87682854,CCO[Si](CCCCCCCCCCCCCCCCCO)(OCC)OCC,0.9930957,0,,418.7350000000001,6.8786000000000085,47.92,4,1,28,0,C23H50O4Si,3.7786843209643535,6007.369163915396
87683447,CCO[Si](CCCCCCCCCCCCCCCCC(=O)O)(OCC)OCC,0.9825353,0,,432.71800000000025,6.970900000000008,64.99000000000001,4,1,29,0,C23H48O5Si,3.712496636569448,5158.181702591461
87683740,CCO[Si](CCCCCCCCCCCCCCCCCCCCO)(OCC)OCC,0.99524885,0,,460.8160000000004,8.04890000000001,47.92,4,1,31,0,C26H56O4Si,3.7786843209643535,6007.369163915396
87683973,CCO[Si](CCCCCCCCCCCCCCCO)(OCC)OCC,0.99366784,0,,390.68100000000015,6.098400000000009,47.92,4,1,26,0,C21H46O4Si,3.7786843209643535,6007.369163915396
87684325,CCO[Si](CCCCCCCCCCCCCCCCCCCCCCCC(=O)O)(OCC)OCC,0.9804174,0,,530.9070000000004,9.7016,64.99000000000001,4,1,36,0,C30H62O5Si,3.712496636569448,5158.181702591461
87684914,CCO[Si](CCCCCCCCCCCCCCCCCCC(=O)O)(OCC)OCC,0.98154855,0,,460.77200000000033,7.751100000000008,64.99000000000001,4,1,31,0,C25H52O5Si,3.712496636569448,5158.181702591461
87685194,CCO[Si](CCCCCCCCCCCCCCCCCCCCCCO)(OCC)OCC,0.9911132,0,,488.8700000000005,8.829100000000006,47.92,4,1,33,0,C28H60O4Si,3.7786843209643535,6007.369163915396
87685440,CCO[Si](CCCCCCCCCCCCCCCCCCCCCCC(=O)O)(OCC)OCC,0.9813018,0,,516.8800000000006,9.311500000000002,64.99000000000001,4,1,35,0,C29H60O5Si,3.712496636569448,5158.181702591461
87685990,CCO[Si](CCCCCCCCCCCCCCCCCC(=O)O)(OCC)OCC,0.9835409,0,,446.7450000000003,7.361000000000009,64.99000000000001,4,1,30,0,C24H50O5Si,3.712496636569448,5158.181702591461
87686824,CCO[Si](CCCCCCCCCCCCCCCCCCCCCCCO)(OCC)OCC,0.9950432,0,,502.89700000000056,9.2192,47.92,4,1,34,0,C29H62O4Si,3.7786843209643535,6007.369163915396
87690441,CCCCCCCCCCCCCCCCC(C)O[Si](OCC)OCC,0.9943854,0,,387.70100000000014,7.320800000000008,27.69,3,0,26,0,C22H47O3Si,4.058916973237769,11452.93967583444
87694514,CCCCCCCCCCCCCCCCCCOCCOC,0.9907914,0,,328.581,6.910900000000009,18.46,2,0,23,0,C21H44O2,3.6128249825738727,4100.388271076085
87704263,CCCO[Si](CC(CC)OCC1CO1)OCCC,0.9880569,0,,275.441,2.5218000000000007,40.22,4,0,18,1,C13H27O4Si,3.7237809402795823,5293.963470869944
87708232,CCCCCCCC/C=C\CCCCCCCCOCC(CO)OC,0.9838783,0,,356.59100000000007,6.0478000000000085,38.69,3,1,25,0,C22H44O3,3.629770313830192,4263.539725071809
87724617,CC(C)CCC(=O)CCCCC(=O)CCCCCCCC/C=C/CCCCCCCCC(=O)OC,0.98651123,0,,492.7850000000005,9.092000000000004,60.44,4,0,35,0,C31H56O4,3.666343855309961,4638.14001967673
87731606,CC[Si](CC)OC(C)CCCOCC1CO1,0.9810002,0,,245.41499999999996,2.6184000000000007,30.99,3,0,16,1,C12H25O3Si,3.658958651346514,4559.934992937619
87731734,CCCCCO[Si](OCCCCC)(OCCCCC)OCC(CC)CCCC,0.98109514,0,,418.7350000000003,7.275400000000008,36.92,4,0,28,0,C23H50O4Si,4.1114307437087945,12925.005712394532
87734447,CCCCCCCCCCCCCCCCCC(=O)C(C(=O)CCCCCCCCCCCCCCC)(C(CO)(C(=O)C)O)O,0.9845992,0,,639.0150000000008,9.910899999999994,111.9,6,3,45,0,C39H74O6,3.766664989576905,5843.39156860598
87737324,CC(C)CC(=O)C.COCCOCCOC,1.0033671,0,,234.336,1.9173,44.76000000000001,4,0,16,0,C12H26O4,3.769158651824874,5877.040070749953
87766132,CCO[Si](CCC(C)COCC1CO1)OCC,0.9807344,0,,261.414,1.9892,40.22,4,0,17,1,C12H25O4Si,3.7098097076330623,5126.367156319027
87773863,CCCCCCCCCCCCCCCC.COCCOC,0.9876266,0,,316.57000000000005,6.766800000000008,18.46,2,0,22,0,C20H44O2,3.678244415184132,4766.991913204933
87789514,CCCCCCCCCCCCCCCCCC(=O)C(CO)(C(=O)CCCCCCCCCCCCCCCCC)O.O=[Ti],0.9807804,0,,658.8720000000002,11.249699999999988,91.67,5,2,44,0,C38H74O5Ti,3.667765804888137,4653.350919618391
87790948,CCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCO,0.9918783,0,,442.81300000000056,9.749699999999995,40.46,2,2,31,0,C29H62O2,3.7609939616688135,5767.584442189545
87793755,CCCC(=O)CCC(=O)CCC(=O)OC(C)(C)CCCC(C)C,0.98395824,0,Conformer3D_COMPOUND_CID_87793755.sdf,326.4770000000001,4.633200000000005,60.44,4,0,23,0,C19H34O4,3.763262623728114,5797.791907347691
87797112,CC(O/C=C/O/C=C/OC(OCCOCCOCCOC)C)OCCOCCOCCOC,0.99184287,0,,482.5670000000005,2.063000000000001,101.53000000000004,11,0,33,0,C22H42O11,3.723647573391348,5292.338004586778
87800165,CCCCCCCCCCCCCCCCCCOC[C@@H](CO)OCCCCCCCC,0.98213315,0,,456.79600000000033,9.002500000000003,38.69,3,1,32,0,C29H60O3,3.6504036319507054,4470.989314801337
87811987,CCCCCCCCCCCCCCCCCCC(C(=O)CO)O,0.9841424,0,,342.564,5.560300000000009,57.53,3,2,24,0,C21H42O3,3.9380564598273153,8670.745912121602
87811990,CCCCCCCCCCCCCCCCCCCC(=O)C(O)O,0.98715883,0,,342.564,5.907900000000009,57.53,3,2,24,0,C21H42O3,3.632212711350137,4287.584688668785
87812791,CCCCCCCCCCCCCCCCC(C(=O)CO)O,0.9918044,0,,314.51,4.7801000000000045,57.53,3,2,22,0,C19H38O3,3.9380564598273153,8670.745912121602
87834372,CCCOCC(C)O.CCOCCCC(=O)O,0.99063444,0,,250.33499999999992,1.6814999999999998,75.99,4,2,17,0,C12H26O5,3.745588839665341,5566.584931685978
87838946,CCCCCCCCCCCCCCCCCC(=O)O.CCCOC(C)COC(C)CO,0.9873273,0,,460.7400000000002,7.531400000000008,75.99000000000002,4,2,32,0,C27H56O5,3.725255545052293,5311.969161138319
87839518,CCCCCCCCC(CCCCCC)COCCCCCC,0.9850449,0,,326.6090000000001,7.920500000000008,9.23,1,0,23,0,C22H46O,4.053834434894314,11319.687430774831
87840154,CCCCCCCOCCC(C)CCOCCCCCCC,0.9894214,0,,314.5540000000001,6.3767000000000085,18.46,2,0,22,0,C20H42O2,3.8994570082323214,7933.357188390409
87840617,CCCCCCCCOCCC(C)CCOCCCCCCCC,0.98312193,0,,342.6080000000002,7.156900000000008,18.46,2,0,24,0,C22H46O2,3.8994570082323214,7933.357188390409
87840924,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)N(CCCC)CCCC,0.9832467,0,,496.77700000000056,7.246100000000008,86.71,3,2,35,0,C29H56N2O4,3.7753099273540687,5960.873800635224
87841661,CCCCCCCCC(CCCCCC)COCCCCCCC,0.98010635,0,,340.63600000000014,8.310600000000006,9.23,1,0,24,0,C23H48O,4.053834434894314,11319.687430774831
87841803,CCCCCCCC(COC(=O)OCC(CCCCCCC)OCCOC)OCCOC,0.98078865,0,,462.6680000000004,5.923800000000008,72.45000000000002,7,0,32,0,C25H50O7,3.7462147076999552,5574.612800576455
87851454,CC(OC)OCCCCCCCCCCCCCCCCCCCCOC=O,0.98111445,0,,400.6440000000002,7.190200000000008,44.76000000000001,4,0,28,0,C24H48O4,3.8601473048692183,7246.817173857657
87851584,COCCOCCCCCCCCCCCCCCCCCCCOC=O,0.98523414,0,,386.6170000000001,6.454100000000008,44.76000000000001,4,0,27,0,C23H46O4,3.7057454149834217,5078.616449269581
87851917,COCCOCCCCCCCCCCCCCCCCCOC=O,0.98563474,0,,358.56300000000016,5.673900000000006,44.76000000000001,4,0,25,0,C21H42O4,3.7057454149834217,5078.616449269581
87864141,CCC(C)O[Si](C)(CCCOCC1CO1)OC(C)CC,0.98530376,0,Conformer3D_COMPOUND_CID_87864141.sdf,304.503,3.4941000000000018,40.22,4,0,20,1,C15H32O4Si,3.6781242235060794,4765.672823265473
87864188,CCCC(OCC1CO1)[Si](C)(OCC)OCC,0.9818099,0,Conformer3D_COMPOUND_CID_87864188.sdf,262.422,2.2547000000000006,40.22,4,0,17,1,C12H26O4Si,3.690887170438312,4907.803550156448
87865102,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO.CCO,0.9829122,0,,484.8940000000005,10.919999999999987,40.46,2,2,34,0,C32H68O2,3.7609939616688135,5767.584442189545
87865671,CCCCCCCCCCCCCCC(=O)COCC(=O)CCCCCCCCCCCCCC,0.9859174,0,,494.8450000000006,10.323599999999995,43.37000000000001,3,0,35,0,C32H62O3,3.6424201841431896,4389.551858133546
87874351,CCCCCCCCO[P+](=O)CC(OCCCC)OCCCC,0.9858684,0,,349.4720000000001,6.065400000000008,44.76000000000001,4,0,23,0,C18H38O4P+,3.637495833333338,4340.060997248759
87874362,CCCCCCCCOP(=O)(CCOCCCC)OCCCCCCCC,0.99471503,0,,406.5880000000004,7.75040000000001,44.76000000000001,4,0,27,0,C22H47O4P,3.646155833333341,4427.472102010343
87877051,CCC(=O)CC.CCOCCOCC,0.98592496,0,,204.31,2.4349000000000007,35.53,3,0,14,0,C11H24O3,3.624426795265489,4211.402933081368
87887058,CCCCCCCCCCCCCCOC(OCCCCCCCCCCCCCC)[Si],0.9848232,0,,467.8750000000005,9.873899999999995,18.46,2,0,32,0,C29H59O2Si,3.933371039106204,8577.703676252202
87920019,CCCCOC(C=C=O)OC1=CC=C(C=C1)OC(=O)C2(CC=C(C=C2)C3=CC=CC=C3)OCCCCCCCCCCC(OCC)OCC,0.98870313,0,,676.8910000000001,9.210300000000002,89.52000000000002,8,0,49,3,C41H56O8,3.7536999145299137,5671.525832439752
87920071,CCCCCCCCCCCCCCCCCC(=O)OC(C)OC(C)OCCCC,0.98127866,0,,428.69800000000015,8.316400000000009,44.76000000000001,4,0,30,0,C26H52O4,3.974728003442614,9434.69800586506
87920559,CCCCCCCCCCCCOC(CCCCCC)CCCCCCCCCCC(=O)O,0.98426795,0,,468.8070000000005,10.248499999999996,46.53,2,1,33,0,C30H60O3,3.867056867120998,7363.035037834449
87927746,CCCCCCCCCCCCCCOC(C)(CO)OCCCCCCCCCCCCCC,0.9894327,0,,484.8500000000005,10.130299999999997,38.69,3,1,34,0,C31H64O3,3.624869167658523,4215.69485394082
87930631,CCCCCCCCCCCCCCCCCCCC[Si](OCC)OCC,0.99538934,0,,399.75600000000014,8.589300000000005,18.46,2,0,27,0,C24H51O2Si,4.062934943696,11559.390722358114
87930654,CCO[Si](C)(CCCCCCCCCCCCCCCCCCOCC1CO1)OCC,0.98395026,0,,458.8000000000004,7.788400000000009,40.22,4,0,31,1,C26H54O4Si,3.6781242235060794,4765.672823265473
87932134,CCC(CCCCCCCCCCCCCCCO)C(=O)CC,0.9947999,0,,326.565,6.445400000000008,37.3,2,1,23,0,C21H42O2,3.690570466770971,4904.225902151026
87938162,CCCCCCCC(=O)C(C(CO)(C(=O)CCCCCCC/C=C/CCCCCC)O)O,0.9836011,0,,454.6920000000004,5.826700000000009,94.83,5,3,32,0,C27H50O5,3.701518088092085,5029.422126411357
87946718,CCCC[Si](C)(C)OCCOCCOCCOC,0.9854818,0,Conformer3D_COMPOUND_CID_87946718.sdf,278.4649999999999,2.687800000000001,36.92,4,0,18,0,C13H30O4Si,3.763039323580906,5794.811636898961
87962528,CCCCCCCCCCCCCCCCOCC(=O)O.CCOCC,0.9872306,0,,374.60600000000017,6.611700000000008,55.76000000000001,3,1,26,0,C22H46O4,3.633399303298362,4299.315369756794
87962530,CCCCCCCCCCCCCCCCOCCCCCCCCCCCCCCCC.C(C(=O)O)O,0.9805887,0,,542.9300000000006,11.028899999999991,66.76,3,2,38,0,C34H70O4,3.653371444875989,4501.64708708355
87972598,CCCCCCCCCCCCCCCCCCCC.CCO[Si](CC)OCC,0.9827137,0,,429.82600000000014,9.6155,18.46,2,0,29,0,C26H57O2Si,4.062934943696,11559.390722358114
87972647,CCCCCCCCCCCCCCCCCCCC.CCCO[Si](CCC)OCCC,0.9863259,0,,471.9070000000003,10.785799999999991,18.46,2,0,32,0,C29H63O2Si,4.062934943696,11559.390722358114
87972983,CCCCCCCCCCCCCCCCCCCC.CCC[Si](CCC)OCC,0.99168754,0,,441.88100000000026,10.88239999999999,9.23,1,0,30,0,C28H61OSi,4.069819299169644,11744.088063808704
87973010,CCCCCCCCCCCCCCCCCCCC.CCC[Si](OCC)OCC,0.99278855,0,,443.8530000000002,10.005599999999996,18.46,2,0,30,0,C27H59O2Si,4.062934943696,11559.390722358114
87976649,CCCCOC1(CC=C(C=C1C)C)OC2=CCC=C2,0.983709,0,Conformer3D_COMPOUND_CID_87976649.sdf,260.37699999999995,4.656100000000005,18.46,2,0,19,2,C17H24O2,3.6424303467289527,4389.654575807879
87977592,CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCO,0.9885194,0,,456.8400000000004,10.139799999999996,40.46,2,2,32,0,C30H64O2,3.7609939616688135,5767.584442189545
87983964,CCCCCCCCCCCCCCCCCCO.CCCCCCCC/C=C\CCCCCCCCCCCCO,0.98141074,0,,595.0940000000003,13.816799999999972,40.46,2,2,42,0,C40H82O2,3.802197947399489,6341.586890478412
87983969,CCCCCCCCCCCCCCCCCCO.CCCCCCCC/C=C/CCCCCCCCCCCCO,0.98427016,0,,595.0940000000003,13.816799999999972,40.46,2,2,42,0,C40H82O2,3.802197947399489,6341.586890478412
87989646,CC(COC)(OC)[Si]CCCOCC1CO1,0.9821485,0,,246.37899999999996,0.9233999999999998,40.22,4,0,16,1,C11H22O4Si,3.701462146556456,5028.774327535298
87997905,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCC.CCCCOCCCC,0.9888492,0,,569.0120000000004,12.925099999999974,35.53,3,0,40,0,C37H76O3,3.92783814300924,8469.117202157744
88010519,CCCCCCCCCCCCCCO.CCCCCCCCCCCCO.CCCCCCCCCCO,0.9864118,0,,559.0170000000005,11.698799999999984,60.69,3,3,39,0,C36H78O3,3.751354335457357,5640.977084176304
88044506,CCCCCCCCCCCCCCCCCC(=O)N([C@@H](CCC(=O)O)C(=O)O)C(=O)CCCCCCCCCCCCCCC,0.98975813,0,,652.0139999999998,11.402399999999991,111.98000000000002,4,2,46,0,C39H73NO6,3.634004530051732,4305.311012648391
88055538,CCCCCCCCCCCCCOC(CCCCCCCCCCCC)OCC,0.98719656,0,,426.7700000000004,9.987599999999995,18.46,2,0,30,0,C28H58O2,3.9305559391755978,8522.282753274516
88056558,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCC)C(=O)CCC(C(=O)O)N,1.000089,0,,636.1030000000004,13.276899999999983,80.39,3,2,45,0,C41H81NO3,3.649495565463237,4461.650688115872
88057467,CCCCOCC(CCC)OCC1CO1,0.985257,0,Conformer3D_COMPOUND_CID_88057467.sdf,216.321,2.387200000000001,30.99,3,0,15,1,C12H24O3,3.682919642906525,4818.586315335402
88059632,CCCCC(CC)CO.CCCCC(CC)COC(=O)C,0.982572,0,,302.499,4.961000000000005,46.53,3,1,21,0,C18H38O3,3.822204753869978,6640.560746188509
88064613,CCCCCCCCCCO[Si](CCCCCCCCCC)(OCC)OCC,1.0146136,0,,416.7630000000003,8.296300000000008,27.69,3,0,28,0,C24H52O3Si,4.123594068110673,13292.114329181635
88075876,CCOC(C)OCC.C1CCC(CC1)C=O,0.9832411,0,,230.348,3.1710000000000016,35.53,3,0,16,1,C13H26O3,3.6099114225938576,4072.971982113193
88082925,CCCCCCCCCCCCCOC(CCCCCCCCCCCC)C(=O)O,0.98004675,0,,426.7260000000003,9.078200000000004,46.53,2,1,30,0,C27H54O3,3.873177691411752,7467.54230105444
88095035,CCCCCC(CCOCC)C1=C(C=CC(=C1)OC)/C=C\C(=O)O,0.986277,0,Conformer3D_COMPOUND_CID_88095035.sdf,334.45600000000013,4.883500000000004,55.76000000000001,3,1,24,1,C20H30O4,3.6542516776474,4510.780326825866
88102071,COCCCOC[Al](C)OCCCOC,0.9927534,0,,234.272,1.2531,36.92,4,0,15,0,C10H23AlO4,3.639424031009076,4359.373009692781
88109833,CCCCCCCCCCCC(=O)NC(CCCCCCCCCC)C(=O)N.CCCCCCCCCCCC(=O)O,0.9826108,0,,596.9820000000005,10.400099999999997,109.49,3,3,42,0,C36H72N2O4,3.63293707288847,4294.741935806427
88112375,CCCCCC(=O)C.CCOCCCCC(=O)O,0.9945699,0,,260.3739999999999,3.4335000000000018,63.60000000000001,3,1,18,0,C14H28O4,3.735562595915568,5439.545275541327
88113078,CCCCCCCCCCCCCCC(=O)C(C)OCCCCC,0.99720716,0,,340.5920000000002,7.242000000000008,26.3,2,0,24,0,C22H44O2,3.866197316598137,7348.4766172991485
88156795,CCCCCCCCCCCCC(=O)COCCOCCOCCOC,0.98867315,0,,374.5620000000001,4.562700000000004,53.99000000000001,5,0,26,0,C21H42O5,3.8275207311036654,6722.343975422208
88157507,CCCCC(CCCCCCCCCCCOCCCCCCCCCCCC(CCCC)(O)[Si](C)C)(O)[Si](C)C,0.98053277,0,,613.1730000000006,11.234799999999987,49.69,3,2,41,0,C36H76O3Si2,3.764760074176913,5817.817238800455
88169713,CCCCCCCCCCCCCCCC[Si](OCC)(OCC)OCC.[Si],0.9820073,0,,416.7950000000001,7.135300000000008,27.69,3,0,27,0,C22H48O3Si2,4.123594068110673,13292.114329181635
88178763,CCCC.CCC(=O)C.CCOC(C)OCC,0.98415047,0,,248.40699999999995,4.197200000000004,35.53,3,0,17,0,C14H32O3,3.829060649963429,6746.222332626529
88195077,CCCCCCCCCCCCCO.CCCCCCCCCCCCCO,0.98136336,0,,400.7320000000003,8.579400000000005,40.46,2,2,28,0,C26H56O2,3.7609939616688135,5767.584442189545
88198539,CCCCCC(CC(=O)O)O.CCOCC,0.9821048,0,,234.336,2.445100000000001,66.76,3,2,16,0,C12H26O4,3.781380153505495,6044.775186739913
88204532,CCCCCCOCCOC(C)COC,0.9831553,0,Conformer3D_COMPOUND_CID_88204532.sdf,218.337,2.6348000000000007,27.69,3,0,15,0,C12H26O3,3.67872394161933,4772.258296239116
88220163,CCCCCCCCCCCCCCCCCCCCCCOC(C)(CO)C(=O)O,0.98235977,0,,428.69800000000015,7.660500000000009,66.76,3,2,30,0,C26H52O4,3.8460168609272825,7014.825320525916
88220164,CCCCCCCCCCCCCCCCCCCCCCO[C@](C)(CO)C(=O)O,0.98235977,0,,428.69800000000015,7.660500000000009,66.76,3,2,30,0,C26H52O4,3.8460168609272825,7014.825320525916
88230099,CCCCCCCCCCCCCCCCO/C(=C/CCCCCCC/C=C/CO)/CCCCCCCC,0.98454076,0,,534.9540000000004,12.39799999999998,29.46,2,1,38,0,C36H70O2,3.6345307907635136,4310.53117877803
88233445,CCCCCCCCCCCC(CC)(CC)O[P+](=O)OC(CC)(CC)CCCCCCCCCCC,0.9952413,0,,529.8510000000006,12.63639999999998,35.53,3,0,36,0,C32H66O3P+,3.6838283333333335,4828.67897686233
88239386,CCCCC(C1=C(C(=CC(=C1)C)C2(CCCCC2)C)O)C3=C(C(=CC(=C3)C)C4(CCCCC4)C)O,0.9888474,0,Conformer3D_COMPOUND_CID_88239386.sdf,476.7450000000003,9.480339999999998,40.46,2,2,35,4,C33H48O2,3.830440861428416,6767.696298460644
88245255,CCOCCOCC.CC(OC)OC,0.9844845,0,,208.298,1.6846,36.92,4,0,14,0,C10H24O4,3.610789377084329,4081.2140875695786
88246855,CCCCCCCCCCC(COCCC(=O)O)OC,0.9876805,0,Conformer3D_COMPOUND_CID_88246855.sdf,288.428,4.023500000000003,55.76000000000001,3,1,20,0,C16H32O4,3.683191736203565,4821.606192155117
88258067,CCCCCCCCCCOCCCCCCCCCC.C1C(O1)C=O,0.98867,0,,370.61800000000017,6.868500000000008,38.83,3,0,26,1,C23H46O3,3.659979209645248,4570.663086134982
88258127,CCCCCCCCOCCCCCCCC.C1C(O1)C=O,0.9851734,0,,314.51,5.308100000000005,38.83,3,0,22,1,C19H38O3,3.659979209645248,4570.663086134982
88266321,CCCC.CCOC(C)OCC.CC(C)CC(=O)C,0.99443614,0,,276.461,4.833300000000005,35.53,3,0,19,0,C16H36O3,3.837235440938768,6874.41016459866
88296753,CCCCCCCCCCCCCCCCCCC(C)OC(CCCC)C(=O)O,0.98005193,0,,412.6990000000001,8.686500000000006,46.53,2,1,29,0,C26H52O3,3.610812045150136,4081.42711271214
88299948,CCCCCCCCCCCC(CCO[Si](C)(C)CCCC)OC(=O)CCCCCCCCCCC,0.9814513,0,,526.9630000000006,11.15189999999999,35.53,3,0,36,0,C32H66O3Si,3.7767630557675633,5980.852001606173
88318806,CCCCCCCCCCCCCCCCCC(C)O[Si](OCC)OCC,0.9895788,0,,401.7280000000002,7.710900000000008,27.69,3,0,27,0,C23H49O3Si,4.058916973237769,11452.93967583444
88322923,CCCCCCCCCCCCCCCCOCC(=O)CCCCC,0.99635714,0,,354.61900000000014,7.633700000000008,26.3,2,0,25,0,C23H46O2,3.65910538233352,4561.475875521501
88332682,CCCCOCCCC.COCCOCCOC,0.99213576,0,,264.40599999999995,2.899000000000002,36.92,4,0,18,0,C14H32O4,3.721153100127061,5262.027338796819
88337669,CCCCCOC1=CCC(C=C1)(C=O)OCCCCC,0.9913535,0,Conformer3D_COMPOUND_CID_88337669.sdf,280.408,4.181500000000003,35.53,3,0,20,1,C17H28O3,3.627849063703263,4244.7201574724495
88340669,CCCCCC1=CN(C(=O)NC1=O)[C@@H]2CC([C@@H](O2)COCOC3C[C@H](O[C@H]3COC(C4=CC=CC=C4)(C5=CC=C(C=C5)OC)C6=CC=C(C=C6)OC)N7C=C(C(=O)NC7=O)CCCCC)OP(=O)(O)O.CCN(CC)CC,0.9821002,0,,1092.234,7.338400000000012,244.33,16,4,77,7,C56H78N5O15P,3.682050833333332,4808.956330640554
88359019,CCCCCCCCCCCCCCCCOCC(CC)OCCCCCCC(=O)OCC,0.99019504,0,,470.7790000000004,8.793100000000004,44.76000000000001,4,0,33,0,C29H58O4,3.956482701327968,9046.54403129926
88361580,CCCCCCCCCCCCCCC(C)OOC(=O)CCCCCCCCCCCCC,0.98351157,0,,468.8070000000005,10.641999999999992,35.53,3,0,33,0,C30H60O3,3.730219965482262,5373.0386609126
88363262,CCCCCCCCCCCCCCC(C)OC(CCCCCCCCCCCC)C(=O)O,0.98322797,0,,468.8070000000005,10.246899999999997,46.53,2,1,33,0,C30H60O3,3.610812045150136,4081.42711271214
88363263,CCCCCCCCCCCCCCC(CCCCCCCCCCCC)(C(=O)O)OCC,0.98065513,0,,468.8070000000004,10.248499999999998,46.53,2,1,33,0,C30H60O3,3.822871018449335,6650.75605401437
88368813,CCCCCCC(=O)CCCCCCCCCCC(OC)OC,0.9856719,0,,328.537,6.045800000000006,35.53,3,0,23,0,C20H40O3,3.704551916415826,5064.678900720815
88390873,CCCCCCCCCCCCCCCO.CCCCCCCCCCCCO,0.98042166,0,,414.7590000000004,8.969500000000002,40.46,2,2,29,0,C27H58O2,3.7609939616688135,5767.584442189545
